"","vVirusNameCorrected","hHostNameFinal","WildDomInReference","DetectionMethod","DetectionQuality","Reference"
"273","Bunyamwera_virus","Bos_taurus","domestic","Antibodies",0,"Tauro et al. 2009"
"274","Corriparta_virus","Bos_taurus","domestic","Antibodies",0,"Doherty et al. 1970"
"275","Cowpox_virus","Bos_taurus","domestic","PCR",2,"Damaso et al. 2000"
"276","Crimean-Congo_hemorrhagic_fever_virus","Bos_taurus","domestic","PCR",2,"Mourya et al. 2012"
"277","Dera_Ghazi_Khan_virus","Bos_taurus","domestic","Antibodies",0,"Darwish et al. 1983"
"278","Dugbe_virus","Bos_taurus","domestic","Isolation",2,"University of Georgia Report"
"279","Encephalomyocarditis_virus","Bos_taurus","domestic","Isolation",2,"Tesh & Wallace 1978"
"280","Epizootic_hemorrhagic_disease_virus","Bos_taurus","domestic","Isolation",2,"Nol et al. 2010"
"281","Foot-and-mouth_disease_virus","Bos_taurus","domestic","Isolation",2,"Alexandersen et al. 2003 in Weaver & Karesh 2013"
"282","Gan_Gan_virus","Bos_taurus","domestic","Antibodies",0,"Vale et al. 1991"
"283","Hepatitis_E_virus","Bos_taurus","domestic","Antibodies",0,"Favorov et al. 2000"
"284","Ife_virus","Bos_taurus","domestic","Antibodies",0,"Ezefeika et al. 1989"
"285","Koongol_virus","Bos_taurus","domestic","Antibodies",0,"Doherty et al. 1970"
"286","Kotonkan_virus","Bos_taurus","domestic","Antibodies",0,"Kemp et al.1973"
"287","Lumpy_skin_disease_virus","Bos_taurus","domestic","PCR",2,"Lamien et al. 2011"
"288","Mumps_virus","Bos_taurus","domestic","Antibodies",0,"Cuadrado 1959"
"289","Ovine_herpesvirus_2","Bos_taurus","domestic","PCR",2,"Furlan et al. 2012"
"290","Palyam_virus","Bos_taurus","domestic","PCR",2,"Aradaib et al. 2009"
"291","Patois_virus","Bos_taurus","domestic","Antibodies",0,"Scherer et al. 1972"
"292","Peste-des-petits-ruminants_virus","Bos_taurus","domestic","ELISA",0,"Khan et al. 2008"
"293","Pseudocowpox_virus","Bos_taurus","domestic","Isolation",2,"Friedman-Kien et al. 1962"
"294","Rabies_virus","Bos_taurus","domestic","Direct Fluorescent Antibody Testing",0,"Dauphin et al. 2001"
"295","Rift_Valley_fever_virus","Bos_taurus","domestic","PCR",2,"Andriamandimby et al. 2010"
"296","Rinderpest_virus","Bos_taurus","domestic","Isolation",2,"Chamberlain et al. 1993"
"297","Ross_River_virus","Bos_taurus","domestic","Antibodies",0,"Almberg et al. 2009"
"298","Rotavirus_A","Bos_taurus","domestic","PAGE",0,"Buzinaro et al. 2003"
"299","Rotavirus_B","Bos_taurus","domestic","Antibodies",0,"Snodgrass et al. 1984"
"300","Rotavirus_C","Bos_taurus","domestic","Isolation",2,"Tsunemitsu et al. 1991"
"301","Sathuperi_virus","Bos_taurus","domestic","Isolation",2,"Yanase et al. 2004"
"302","Sepik_virus","Bos_taurus","domestic","Antibodies",0,"Olson et al. 1986"
"303","Shuni_virus","Bos_taurus","domestic","PCR",2,"Yanase et al. 2004"
"304","Suid_herpesvirus_1","Bos_taurus","domestic","Cell culture, PCR",2,"Salwa 2004"
"305","Thogoto_virus","Bos_taurus","domestic","Isolation",2,"Jones et al. 1987"
"306","Torque_Teno_virus","Bos_taurus","domestic","PCR",2,"Leary et al. 1999"
"307","Trubanaman_virus","Bos_taurus","domestic","Antibodies",0,"Johansen et al. 2005"
"308","Upolu_virus","Bos_taurus","domestic","Antibodies",0,"Doherty 1970"
"309","Vaccinia_virus","Bos_taurus","domestic","VNT",1,"Peres et al. 2013"
"310","Vesicular_stomatitis_Alagoas_virus","Bos_taurus","domestic","PCR",2,"Cargnelutti et al. 2014"
"311","Vesicular_stomatitis_Indiana_virus","Bos_taurus","domestic","Antibodies",0,"Fletcher et al. 1985"
"312","Vesicular_stomatitis_New_Jersey_virus","Bos_taurus","domestic","Antibodies",0,"Adell et al. 2010"
"313","Wad_Medani_virus","Bos_taurus","domestic","Antibodies",0,"Darwish et al. 1983"
"314","Wesselsbron_virus","Bos_taurus","domestic","Antibodies",0,"Baba et al. 1994"
"315","Wongorr_virus","Bos_taurus","domestic","Antibodies",0,"Doherty et al. 1973"
"316","Foot-and-mouth_disease_virus","Boselaphus_tragocamelus","wild","Isolation",2,"Davis 1981"
"317","Marituba_virus","Bradypus_tridactylus","wild","Isolation",2,"Shope et al. 1988"
"318","Mayaro_virus","Bradypus_tridactylus","wild","Antibodies",0,"de Thoisy et al. 2003"
"319","St._Louis_encephalitis_virus","Bradypus_tridactylus","wild","Antibodies",0,"de Thoisy et al. 2004"
"320","Changuinola_virus","Bradypus_variegatus","wild","Isolation",2,"Seymour et al. 1983b"
"321","Punta_Toro_virus","Bradypus_variegatus","wild","Antibodies",0,"Seymour et al. 1983b"
"322","St._Louis_encephalitis_virus","Bradypus_variegatus","wild","Antibodies",0,"Seymour et al. 1983a"
"323","Vesicular_stomatitis_Indiana_virus","Bradypus_variegatus","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"324","Bovine_immunodeficiency_virus","Bubalus_bubalis","wild","Antibodies",0,"Meas et al. 2000"
"325","Bivens_Arm_virus","Bubalus_bubalis","domestic","Antibodies",0,"Calisher et al. 1981"
"326","Bovine_ephemeral_fever_virus","Bubalus_bubalis","wild","SNT",1,"Aziz-Boaron et al. 2013"
"327","Bovine_leukemia_virus","Bubalus_bubalis","domestic","Isolation",2,"OIE"
"328","Bovine_parainfluenza_virus_3","Bubalus_bubalis","domestic","Isolation",2,"Maidana et al. 2012"
"329","Bovine_viral_diarrhea_virus_1","Bubalus_bubalis","domestic","PCR",2,"Craig et al. 2008"
"330","Bubaline_herpesvirus_1","Bubalus_bubalis","domestic","Isolation",2,"De Carlo et al. 2004"
"331","Caraparu_virus","Bubalus_bubalis","domestic","Antibodies",0,"Casseb et al. 2014"
"332","Catu_virus","Bubalus_bubalis","domestic","Antibodies",0,"Casseb et al. 2014"
"333","Crimean-Congo_hemorrhagic_fever_virus","Bubalus_bubalis","domestic","Antibodies",0,"Darwish et al. 1983"
"334","Foot-and-mouth_disease_virus","Bubalus_bubalis","domestic","Isolation",2,"Ghoneim et al. 2010"
"335","Guaroa_virus","Bubalus_bubalis","domestic","Antibodies",0,"Casseb et al. 2014"
"336","Oropouche_virus","Bubalus_bubalis","domestic","Antibodies",0,"Casseb et al. 2014"
"337","Ovine_herpesvirus_2","Bubalus_bubalis","domestic","PCR",2,"Wiyono et al. 1994"
"338","Peste-des-petits-ruminants_virus","Bubalus_bubalis","domestic","PCR",2,"Govindarajan et al. 1997"
"339","Rinderpest_virus","Bubalus_bubalis","domestic","Isolation",2,"Chamberlain et al. 1993"
"340","Sepik_virus","Bubalus_bubalis","domestic","Antibodies",0,"Olson et al. 1985"
"341","Tacaiuma_virus","Bubalus_bubalis","domestic","Antibodies",0,"Casseb et al. 2014"
"342","Wad_Medani_virus","Bubalus_bubalis","domestic","Antibodies",0,"Darwish et al. 1983"
"343","Vesicular_stomatitis_Indiana_virus","Cabassous_centralis","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"344","Vesicular_stomatitis_Indiana_virus","Callithrix_geoffroyi","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"345","Callitrichine_herpesvirus_3","Callithrix_jacchus","captive","PCR",2,"Ramer et al. 2000"
"346","Encephalomyocarditis_virus","Callithrix_jacchus","wild","Antibodies",0,"Canelli et al. 2010"
"347","GB_virus_A","Callithrix_jacchus","wild","PCR",2,"Bukh & Apgar 1997"
"348","Human_herpesvirus_1","Callithrix_jacchus","captive","Isolation",2,"Matz-Rensing et al. 2003"
"349","Human_herpesvirus_1","Callithrix_jacchus","domestic","Isolation",2,"Huemer et al. 2002"
"350","Sendai_virus","Callithrix_jacchus","wild","Antibodies",0,"Flecknell et al. 1983"
"351","Simian_foamy_virus","Callithrix_jacchus","wild","Isolation",2,"Voevodin & Marx 2009"
"352","Laguna_Negra_virus","Calomys_callosus","wild","PCR",2,"Levis et al. 2004"
"353","Latino_virus","Calomys_callosus","wild","Isolation",2,"Webb et al. 1975"
"354","Lebombo_virus","Calomys_callosus","wild","Isolation",2,"Brown et al. 1991"
"355","Machupo_virus","Calomys_callosus","wild","Isolation",2,"Webb et al. 1975"
"356","Mason-Pfizer_monkey_virus","Calomys_callosus","wild","Isolation",2,"Diehl et al. 2008"
"357","Junin_virus","Calomys_laucha","wild","Isolation",2,"Gonzalez et al. 2007"
"358","Laguna_Negra_virus","Calomys_laucha","wild","Isolation",2,"Acha & Szyfres 2003; Johnson et al. 1997"
"359","Junin_virus","Calomys_musculinus","wild","Isolation",2,"Gonzalez et al. 2007"
"360","St._Louis_encephalitis_virus","Calomys_musculinus","wild","Isolation",2,"Kramer and Chandler 2001"
"361","Andes_virus","Calomys_tener","wild","PCR",2,"de Figueirodo et al. 2010"
"362","Vesicular_stomatitis_Indiana_virus","Caluromys_derbianus","wild","plaque reduction neutralization",1,"Tesh et al. 1969"
"363","Caraparu_virus","Caluromys_philander","wild","Isolation",2,"Shope et al. 1988"
"364","Guama_virus","Caluromys_philander","wild","Antibodies",0,"Shope et al. 1988"
"365","Marituba_virus","Caluromys_philander","wild","Antibodies",0,"Shope et al. 1988"
"366","Mayaro_virus","Caluromys_philander","wild","Antibodies",0,"de Thoisy et al. 2003"
"367","Crimean-Congo_hemorrhagic_fever_virus","Camelus_bactrianus","domestic","Antibodies",0,"Morrill et al. 1990"
"368","Dugbe_virus","Camelus_bactrianus","domestic","Antibodies",0,"Morrill et al. 1990"
"369","African_horse_sickness_virus","Camelus_dromedarius","domestic","Antibodies",0,"Baba et al. 1993"
"370","Akabane_virus","Camelus_dromedarius","domestic","Antibodies",0,"Davies et al. 1985"
"371","Bluetongue_virus","Camelus_dromedarius","domestic","ELISA",0,"Kimber et al, 2002"
"372","Camelpox_virus","Camelus_dromedarius","domestic","Isolation",2,"Bera et al. 2011"
"373","Crimean-Congo_hemorrhagic_fever_virus","Camelus_dromedarius","domestic","Antibodies",0,"Morrill et al. 1990"
"374","Dugbe_virus","Camelus_dromedarius","domestic","Antibodies",0,"Morrill et al. 1990"
"375","Equine_rhinitis_A_virus","Camelus_dromedarius","domestic","PCR",2,"Wernery et al. 2008"
"376","Foot-and-mouth_disease_virus","Camelus_dromedarius","domestic","Antibodies",0,"Yousef et al. 2012 in Weaver & Karesh 2013"
"377","Ife_virus","Camelus_dromedarius","domestic","Antibodies",0,"Ezefeika et al. 1989"
"378","Orungo_virus","Camelus_dromedarius","domestic","Antibodies",0,"Brown et al. 1991"
"379","Peste-des-petits-ruminants_virus","Camelus_dromedarius","domestic","PCR",2,"Kwiatek et al. 2011"
"380","Rift_Valley_fever_virus","Camelus_dromedarius","domestic","Antibodies",0,"Al-Afaleq et al. 2007"
"381","Thogoto_virus","Camelus_dromedarius","domestic","Isolation",2,"Jones et al. 1987"
"382","Wesselsbron_virus","Camelus_dromedarius","domestic","Antibodies",0,"Baba et al. 1994"
"383","African_horse_sickness_virus","Canis_adustus","wild","bcELISA",0,"Alexander et al. 1995"
"384","Bluetongue_virus","Canis_adustus","wild","ELISA, SNT",0,"Alexander et al. 1995"
"385","Rabies_virus","Canis_adustus","wild","Isolation",2,"Sabeta et al. 2003"
"386","Bluetongue_virus","Canis_aureus","wild","ELISA, SNT",0,"Alexander et al. 1995"
"387","African_horse_sickness_virus","Canis_lupus","domestic","Antibodies",0,"Baba et al. 1993"
"388","Barmah_Forest_virus","Canis_lupus","domestic","Antibodies",0,"Kay et al. 2007"
"389","Borna_disease_virus","Canis_lupus","domestic","PCR",2,"Zhang et al. 2014"
"390","Bunyamwera_virus","Canis_lupus","domestic","Isolation",2,"Calisher et al. 1986"
"391","Canid_herpesvirus_1","Canis_lupus","domestic","PCR",2,"Gadsden et al. 2012"
"392","Canine_adenovirus","Canis_lupus","domestic","PCR",2,"Ledbetter et al. 2009"
"393","Canine_calicivirus","Canis_lupus","domestic","Isolation",2,"Matsuura et al. 2002"
"394","Canine_distemper_virus","Canis_lupus","domestic","Isolation",2,"Frolich et al. 2000"
"395","Canine_minute_virus","Canis_lupus","domestic","Isolation",2,"Binn et al. 1970"
"396","Canine_oral_papillomavirus","Canis_lupus","domestic","PCR",2,"Yhee et al. 2010"
"397","Crimean-Congo_hemorrhagic_fever_virus","Canis_lupus","domestic","Antibodies",0,"Shepherd et al. 1987"
"398","Everglades_virus","Canis_lupus","domestic","Antibodies",0,"Coffey et al. 2006"
"399","Hepatitis_E_virus","Canis_lupus","domestic","Antibodies",0,"Vitral et al. 2005"
"400","Human_herpesvirus_4","Canis_lupus","domestic","PCR",2,"Choiu et al. 2005"
"401","Human_norovirus-Alphatron","Canis_lupus","domestic","PCR",2,"Martella et al. 2008"
"402","Human_picobirnavirus","Canis_lupus","domestic","PAGE",0,"Costa et al. 2004"
"403","Mammalian_orthoreovirus","Canis_lupus","domestic","Isolation",2,"Decaro et al. 2005"
"404","Mokola_virus","Canis_lupus","domestic","Antibodies",0,"Sabeta et al. 2007"
"405","Mumps_virus","Canis_lupus","domestic","Antibodies",0,"Stone 1969"
"406","Murray_Valley_encephalitis_virus","Canis_lupus","domestic","Antibodies",0,"Calisher et al. 2006"
"407","Rabies_virus","Canis_lupus","domestic","PCR",2,"Lembo et al. 2008"
"408","Ross_River_virus","Canis_lupus","domestic","Antibodies",0,"Digoutte et al. 1976"
"409","Sandfly_fever_Sicilian_virus","Canis_lupus","domestic","Antibodies",0,"Sakhria et al. 2014"
"410","St._Louis_encephalitis_virus","Canis_lupus","domestic","Antibodies",0,"Lillibridge et al. 2004"
"411","Suid_herpesvirus_1","Canis_lupus","domestic","Isolation",2,"Eidson et al.1953"
"412","Vaccinia_virus","Canis_lupus","domestic","VNT",1,"Peres et al. 2013"
"413","Venezuelan_equine_encephalitis_virus","Canis_lupus","domestic","Antibodies",0,"Estrada-Franco et al. 2004"
"414","Vesicular_stomatitis_Indiana_virus","Canis_lupus","domestic","SNT",1,"Webb et al. 1987b"
"415","Wesselsbron_virus","Canis_lupus","domestic","Antibodies",0,"Baba et al. 1994"
"416","Canine_adenovirus","Canis_latrans","wild","Antibodies",0,"Almberg et al. 2009"
"417","Canine_coronavirus","Canis_latrans","wild","Antibodies",0,"Foreyt et al. 1985"
"418","Rabies_virus","Canis_latrans","wild","Isolation",2,"Behymer et al. 1974"
"419","St._Louis_encephalitis_virus","Canis_latrans","wild","Antibodies",0,"Artsob et al. 1986"
"420","Vesicular_stomatitis_New_Jersey_virus","Canis_latrans","wild","Antibodies",0,"Webb et al. 1987"
"421","Canine_adenovirus","Canis_lupus","wild","Antibodies",0,"Almberg et al. 2009"
"422","Canine_coronavirus","Canis_lupus","wild","PCR",2,"Zarnke et al. 2001"
"423","Rabies_virus","Canis_lupus","wild","PCR",2,"Kuzmin et al. 2004"
"424","African_horse_sickness_virus","Canis_mesomelas","wild","Antibodies",0,"Binepal et al. 1992"
"425","Bluetongue_virus","Canis_mesomelas","wild","ELISA, SNT",0,"Alexander et al. 1995"
"426","Canine_distemper_virus","Canis_mesomelas","domestic","Antibodies",0,"Prager et al. 2012"
"427","Feline_panleukopenia_virus","Canis_mesomelas","wild","Antibodies",0,"Alexander et al. 1994b"
"428","Rabies_virus","Canis_mesomelas","wild","Isolation",2,"Zulu et al. 2009"
"429","Canine_adenovirus","Canis_simensis","wild","Antibodies",0,"Laurenson et al. 1998"
"430","Canine_distemper_virus","Canis_simensis","wild","Antibodies",0,"Laurenson et al. 1998"
"431","Feline_panleukopenia_virus","Canis_simensis","wild","Antibodies",0,"Laurenson et al. 1998"
"432","Rabies_virus","Canis_simensis","wild","Isolation",2,"Sillero-Zubiri et al. 1996"
"433","Foot-and-mouth_disease_virus","Capra_hircus","wild","Isolation",2,"Alexandersen et al. 2003; Arzt et al. 2011 in Weaver & Karesh 2013"
"434","Peste-des-petits-ruminants_virus","Capra_hircus","wild","PCR",2,"Abubakar et al. 2011"
"435","Akabane_virus","Capra_hircus","domestic","Antibodies",0,"Davies et al. 1985"
"436","Bhanja_virus","Capra_hircus","domestic","Antibodies",0,"Hubalek et al. 2009"
"437","Bluetongue_virus","Capra_hircus","domestic","Antibodies",0,"Allepuz et al. 2010"
"438","Border_disease_virus","Capra_hircus","domestic","PCR",2,"Kim et al. 2006"
"439","Borna_disease_virus","Capra_hircus","domestic","PCR",2,"Zhang et al. 2014"
"440","Bovine_herpesvirus_1","Capra_hircus","domestic","PCR",2,"Kalman & Egyed 2005"
"441","Bovine_herpesvirus_4","Capra_hircus","domestic","PCR",2,"Kalman & Egyed 2005"
"442","Bovine_parainfluenza_virus_3","Capra_hircus","domestic","Antibodies",0,"Yang et al. 2008"
"443","Bovine_viral_diarrhea_virus_1","Capra_hircus","domestic","PCR",2,"Pratelli et al. 2001"
"444","Bunyamwera_virus","Capra_hircus","domestic","Antibodies",0,"Tauro et al. 2009"
"445","Caprine_arthritis_encephalitis_virus","Capra_hircus","domestic","PCR",2,"Leroux et al. 2010"
"446","Caprine_herpesvirus_1","Capra_hircus","domestic","Isolation",2,"Roperto et al. 2000"
"447","Crimean-Congo_hemorrhagic_fever_virus","Capra_hircus","domestic","PCR",2,"Mourya et al. 2012"
"448","Dugbe_virus","Capra_hircus","domestic","Antibodies",0,"Davies 1978"
"449","Epizootic_hemorrhagic_disease_virus","Capra_hircus","wild","Antibodies",0,"Nol et al. 2010"
"450","Foot-and-mouth_disease_virus","Capra_hircus","domestic","Isolation",2,"Ghoneim et al. 2010"
"451","Goatpox_virus","Capra_hircus","domestic","Isolation",2,"Tulman et al. 2002"
"452","Hepatitis_E_virus","Capra_hircus","domestic","Antibodies",0,"Meng et al."
"453","Ife_virus","Capra_hircus","domestic","Antibodies",0,"Ezefeika et al. 1989"
"454","Jaagsiekte_sheep_retrovirus","Capra_hircus","domestic","Isolation",2,"York et al. 1992"
"455","Orf_virus","Capra_hircus","domestic","PCR",2,"Vikoren et al. 2008"
"456","Orungo_virus","Capra_hircus","domestic","Antibodies",0,"Brown et al. 1991"
"457","Ovine_herpesvirus_2","Capra_hircus","wild","PCR",2,"Jacobsen et al. 2007"
"458","Palyam_virus","Capra_hircus","domestic","PCR",2,"Aradaib et al. 2009"
"459","Peste-des-petits-ruminants_virus","Capra_hircus","domestic","Isolation",2,"Taylor & Abegunde 1978"
"460","Rabies_virus","Capra_hircus","domestic","PCR",2,"Kuzmin et al. 2004"
"461","Rift_Valley_fever_virus","Capra_hircus","domestic","PCR",2,"Andriamandimby et al. 2010"
"462","Rinderpest_virus","Capra_hircus","domestic","PCR",2,"Rossiter et al. 1989"
"463","Sepik_virus","Capra_hircus","domestic","Antibodies",0,"Olson et al. 1984"
"464","Sheeppox_virus","Capra_hircus","domestic","PCR",2,"Bhanuprakash et al. 2010"
"465","Suid_herpesvirus_1","Capra_hircus","domestic","Cell culture, PCR",2,"Salwa 2004"
"466","Trubanaman_virus","Capra_hircus","domestic","Antibodies",0,"Johansen et al. 2005"
"467","Wad_Medani_virus","Capra_hircus","domestic","Antibodies",0,"Darwish et al. 1983"
"468","Wesselsbron_virus","Capra_hircus","domestic","Antibodies",0,"Baba et al. 1994"
"469","Bovine_herpesvirus_1","Capra_ibex","wild","Antibodies",0,"Thiry et al. 1988"
"470","Cervid_herpesvirus_1","Capra_ibex","wild","Antibodies",0,"Thiry et al. 1988"
"471","Goat_adenovirus","Capra_ibex","domestic","Isolation",2,"Olson et al. 2004"
"472","Bluetongue_virus","Capra_pyrenaica","wild","ELISA",0,"Lorca-Oro et al. 2011"
"473","Bluetongue_virus","Capreolus_capreolus","wild","Antibodies",0,"Ruiz-Fons et al. 2008"
"474","Bovine_herpesvirus_1","Capreolus_capreolus","wild","PCR",2,"Kalman & Egyed 2005"
"475","Bovine_herpesvirus_2","Capreolus_capreolus","wild","PCR",2,"Kalman & Egyed 2005"
"476","Bovine_herpesvirus_4","Capreolus_capreolus","wild","PCR",2,"Kalman & Egyed 2005"
"477","Bovine_viral_diarrhea_virus_1","Capreolus_capreolus","wild","Isolation",2,"Becher et al. 1999"
"478","Caprine_herpesvirus_1","Capreolus_capreolus","domestic","Antibodies",0,"Frolich et al. 2006"
"479","Cervid_herpesvirus_1","Capreolus_capreolus","wild","Antibodies",0,"Thiry et al. 1988"
"480","Foot-and-mouth_disease_virus","Capreolus_capreolus","wild","Antibodies",0,"Weaver et al. 2013"
"481","Ovine_herpesvirus_2","Capreolus_capreolus","wild","PCR",2,"Vikoren et al. 2006"
"482","Bovine_viral_diarrhea_virus_1","Capricornis_crispus","wild","PCR",2,"Harasawa et al. 2006"
"483","Feline_calicivirus","Caracal_caracal","wild","Antibodies",0,"Thalwitzer et al. 2010"
"484","Feline_coronavirus","Caracal_caracal","wild","Antibodies",0,"Thalwitzer et al. 2010"
"485","Puma_lentivirus","Caracal_caracal","wild","Antibodies",0,"Thalwitzer et al. 2010"
"486","Dengue_virus","Carollia_brevicauda","wild","PCR",2,"Aguilar-Setien et al. 2008"
"487","Rio_Bravo_virus","Carollia_brevicauda","wild","Antibodies",0,"Ubico & McLean 1995"
"488","Venezuelan_equine_encephalitis_virus","Carollia_brevicauda","wild","Antibodies",0,"Ubico & McLean 1995"
"489","Bimiti_virus","Carollia_perspicillata","wild","Antibodies",0,"Price 1978"
"490","Catu_virus","Carollia_perspicillata","wild","Antibodies",0,"Price 1978"
